feature,weight
intercept,-5.175209209108229e-16
project_prf_year_of_project,0.04475843024126612
external_eef_industry_sector,-0.059549226468615546
external_eef_organisation_type,0.0902134924671182
project_prf_application_type,0.06746216532159713
tech_tf_primary_programming_language,0.0010244629808055393
project_prf_functional_size,0.17415365152796827
project_prf_relative_size,-0.38667469214620526
project_prf_normalised_work_effort_level_1,0.31683650839024796
project_prf_team_size_group,0.04437440942097375
project_prf_max_team_size,0.20099743963171812
process_pmf_development_methodologies,-0.13188495148137327
process_pmf_docs,0.019788669719107893
tech_tf_tools_used,-0.012397117950322924
external_eef_data_quality_rating_b,-0.03188301667378414
project_prf_application_group_business_application,-0.055078341574838055
project_prf_application_group_business_application__infrastructure_software,-0.0023114719295982125
project_prf_application_group_infrastructure_software,-0.022185672575725558
project_prf_application_group_mathematically_intensive_application,-0.003476102626528354
project_prf_application_group_mathematically_intensive_application_1,0.02418666209226628
project_prf_application_group_real_time_application,0.047021845020164404
project_prf_development_type_new_development,0.08962468268589932
project_prf_development_type_re_development,0.04076294293080993
tech_tf_development_platform_hand_held,-0.004749843947071711
tech_tf_development_platform_mf,0.07778919957828312
tech_tf_development_platform_mr,0.029338798319485777
tech_tf_development_platform_multi,-0.003229909422704568
tech_tf_development_platform_pc,-0.03622232065590779
tech_tf_development_platform_proprietary,-0.07044625553310209
tech_tf_language_type_3GL,0.12994520869478124
tech_tf_language_type_4GL,0.04828456270740502
tech_tf_language_type_5GL,0.020271406896548584
tech_tf_language_type_APG,0.032835248021279254
tech_tf_language_type_Missing,0.10998782619239628
_case_tool_used_don_t_know,-0.001522033086307585
_case_tool_used_no,0.05762094455520679
_case_tool_used_yes,0.037214844196029315
tech_tf_architecture_don_t_know,0.03930420528548176
tech_tf_architecture_no,-0.0014703978115698998
tech_tf_architecture_not_applicable,-0.004830787680865875
tech_tf_architecture_yes,0.05222239484836798
tech_tf_dbms_used_no,0.03048529922878291
tech_tf_dbms_used_yes,-0.020574169991653374
